Iteration 1: Best shielding time = 0.539 s, par_id = 1, theta = 356.019°, v = 126.826 m/s, t_deploy = 0.081 s, delay = 0.539 s
Iteration 695: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 696: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 697: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 698: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 699: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 700: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 701: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 702: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 703: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 704: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 705: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 706: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 707: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 708: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 709: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 710: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 711: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 712: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 713: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 714: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 715: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 716: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 717: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 718: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 719: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 720: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 721: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 722: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 723: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 724: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 725: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 726: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 727: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 728: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 729: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 730: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 731: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 732: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 733: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 734: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 735: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 736: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 737: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 738: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 739: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 740: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 741: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 742: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 743: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 744: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 745: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 746: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 747: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 748: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 749: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 750: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 751: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 752: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 753: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 754: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 755: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 756: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 757: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 758: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 759: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 760: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 761: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 762: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 763: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 764: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 765: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 766: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 767: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 768: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 769: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 770: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 771: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 772: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 773: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 774: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 775: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 776: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 777: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 778: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 779: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 780: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 781: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 782: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 783: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 784: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 785: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 786: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 787: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 788: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 789: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 790: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 791: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 792: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 793: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 794: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 795: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 796: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 797: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 798: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 799: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
Iteration 800: Best shielding time = 10.483 s, theta1 = 2.974°, v1 = 82.385 m/s, t_deploy1 = 0.092 s, delay1 = 2.421 s
优化结果：
总迭代次数: 200
无人机 FY1: 运动方向: 2.033°, 速度: 82.383 m/s
干扰弹 1: 投放时间: 0.018 s, 起爆延迟: 2.530 s
        投放位置: [1.77985582e+04 5.11693075e-02 1.80000000e+03]
        起爆位置: [1.75902646e+04 7.44344843e+00 1.76863704e+03]
        遮蔽时间: 4.538 s
无人机 FY2: 运动方向: 280.697°, 速度: 117.671 m/s
干扰弹 2: 投放时间: 4.983 s, 起爆延迟: 6.672 s
        投放位置: [11891.16107375   823.83096351  1400.        ]
        起爆位置: [11745.42973708    52.36172242  1181.86737929]
        遮蔽时间: 3.961 s
无人机 FY3: 运动方向: 83.287°, 速度: 98.883 m/s
干扰弹 3: 投放时间: 26.308 s, 起爆延迟: 5.143 s
        投放位置: [5695.88682087 -416.3756512   700.        ]
        起爆位置: [5636.43841604   88.67429986  570.40253602]
        遮蔽时间: 2.991 s
总有效干扰时长 (平均): 11.490 s

Iteration 1: Best shielding time = 0.871 s, par_id = 1, theta = 353.005°, v = 101.280 m/s, t_deploy = 0.014 s, delay = 0.453 s
Iteration 2: Best shielding time = 0.871 s, par_id = 1, theta = 353.005°, v = 101.280 m/s, t_deploy = 0.014 s, delay = 0.453 s
Iteration 3: Best shielding time = 0.871 s, par_id = 1, theta = 353.005°, v = 101.280 m/s, t_deploy = 0.014 s, delay = 0.453 s
Iteration 4: Best shielding time = 0.946 s, par_id = 1, theta = 356.995°, v = 108.123 m/s, t_deploy = 0.045 s, delay = 0.624 s
Iteration 5: Best shielding time = 1.319 s, par_id = 1, theta = 0.054°, v = 90.044 m/s, t_deploy = 0.091 s, delay = 1.120 s
Iteration 6: Best shielding time = 3.685 s, par_id = 1, theta = 1.584°, v = 91.422 m/s, t_deploy = 0.943 s, delay = 3.295 s
Iteration 7: Best shielding time = 2.234 s, par_id = 1, theta = 2.800°, v = 79.160 m/s, t_deploy = 0.548 s, delay = 3.187 s
Iteration 8: Best shielding time = 4.515 s, par_id = 1, theta = 1.668°, v = 80.099 m/s, t_deploy = 0.648 s, delay = 2.864 s
Iteration 9: Best shielding time = 4.515 s, par_id = 1, theta = 1.668°, v = 80.099 m/s, t_deploy = 0.648 s, delay = 2.864 s
Iteration 10: Best shielding time = 4.515 s, par_id = 1, theta = 1.668°, v = 80.099 m/s, t_deploy = 0.648 s, delay = 2.864 s
Iteration 11: Best shielding time = 0.817 s, par_id = 1, theta = 359.702°, v = 108.334 m/s, t_deploy = 1.342 s, delay = 3.171 s
Iteration 12: Best shielding time = 0.817 s, par_id = 1, theta = 359.702°, v = 108.334 m/s, t_deploy = 1.342 s, delay = 3.171 s
Iteration 13: Best shielding time = 0.817 s, par_id = 1, theta = 359.702°, v = 108.334 m/s, t_deploy = 1.342 s, delay = 3.171 s
Iteration 14: Best shielding time = 0.817 s, par_id = 1, theta = 359.702°, v = 108.334 m/s, t_deploy = 1.342 s, delay = 3.171 s
Iteration 15: Best shielding time = 1.924 s, par_id = 1, theta = 359.410°, v = 95.772 m/s, t_deploy = 0.476 s, delay = 3.020 s
Iteration 16: Best shielding time = 3.574 s, par_id = 1, theta = 1.541°, v = 94.969 m/s, t_deploy = 0.883 s, delay = 3.370 s
Iteration 17: Best shielding time = 3.574 s, par_id = 1, theta = 1.541°, v = 94.969 m/s, t_deploy = 0.883 s, delay = 3.370 s
Iteration 18: Best shielding time = 4.083 s, par_id = 1, theta = 1.232°, v = 89.100 m/s, t_deploy = 0.419 s, delay = 2.805 s
Iteration 19: Best shielding time = 4.083 s, par_id = 1, theta = 1.232°, v = 89.100 m/s, t_deploy = 0.419 s, delay = 2.805 s
Iteration 20: Best shielding time = 4.083 s, par_id = 1, theta = 1.232°, v = 89.100 m/s, t_deploy = 0.419 s, delay = 2.805 s
Iteration 21: Best shielding time = 0.000 s, par_id = 1, theta = 357.724°, v = 74.942 m/s, t_deploy = 1.573 s, delay = 1.063 s
Iteration 22: Best shielding time = 0.000 s, par_id = 1, theta = 1.057°, v = 77.974 m/s, t_deploy = 2.005 s, delay = 2.404 s
Iteration 23: Best shielding time = 2.108 s, par_id = 1, theta = 6.339°, v = 100.310 m/s, t_deploy = 0.156 s, delay = 0.389 s
Iteration 24: Best shielding time = 2.108 s, par_id = 1, theta = 6.339°, v = 100.310 m/s, t_deploy = 0.156 s, delay = 0.389 s
Iteration 25: Best shielding time = 2.567 s, par_id = 1, theta = 7.095°, v = 105.161 m/s, t_deploy = 0.084 s, delay = 0.202 s
Iteration 26: Best shielding time = 2.567 s, par_id = 1, theta = 7.095°, v = 105.161 m/s, t_deploy = 0.084 s, delay = 0.202 s
Iteration 27: Best shielding time = 2.567 s, par_id = 1, theta = 7.095°, v = 105.161 m/s, t_deploy = 0.084 s, delay = 0.202 s
Iteration 28: Best shielding time = 2.567 s, par_id = 1, theta = 7.095°, v = 105.161 m/s, t_deploy = 0.084 s, delay = 0.202 s
Iteration 29: Best shielding time = 2.368 s, par_id = 1, theta = 359.793°, v = 120.552 m/s, t_deploy = 0.056 s, delay = 0.045 s
Iteration 30: Best shielding time = 2.382 s, par_id = 1, theta = 1.858°, v = 119.834 m/s, t_deploy = 0.093 s, delay = 0.053 s
Iteration 31: Best shielding time = 0.829 s, par_id = 1, theta = 359.409°, v = 80.696 m/s, t_deploy = 0.419 s, delay = 0.685 s
Iteration 32: Best shielding time = 2.056 s, par_id = 1, theta = 359.409°, v = 80.696 m/s, t_deploy = 0.448 s, delay = 2.493 s
Iteration 33: Best shielding time = 4.396 s, par_id = 1, theta = 2.035°, v = 72.751 m/s, t_deploy = 0.647 s, delay = 2.646 s
Iteration 34: Best shielding time = 4.396 s, par_id = 1, theta = 2.035°, v = 72.751 m/s, t_deploy = 0.647 s, delay = 2.646 s
Iteration 35: Best shielding time = 4.396 s, par_id = 1, theta = 2.035°, v = 72.751 m/s, t_deploy = 0.647 s, delay = 2.646 s
Iteration 36: Best shielding time = 4.396 s, par_id = 1, theta = 2.035°, v = 72.751 m/s, t_deploy = 0.647 s, delay = 2.646 s
Iteration 37: Best shielding time = 3.461 s, par_id = 1, theta = 0.754°, v = 80.686 m/s, t_deploy = 0.266 s, delay = 2.531 s
Iteration 38: Best shielding time = 4.402 s, par_id = 1, theta = 1.314°, v = 87.827 m/s, t_deploy = 0.454 s, delay = 2.892 s
Iteration 39: Best shielding time = 2.320 s, par_id = 1, theta = 2.433°, v = 83.125 m/s, t_deploy = 0.765 s, delay = 3.289 s
Iteration 40: Best shielding time = 2.320 s, par_id = 1, theta = 2.433°, v = 83.125 m/s, t_deploy = 0.765 s, delay = 3.289 s
Iteration 41: Best shielding time = 0.000 s, par_id = 1, theta = 358.586°, v = 124.993 m/s, t_deploy = 0.615 s, delay = 2.983 s
Iteration 42: Best shielding time = 0.000 s, par_id = 1, theta = 358.586°, v = 124.993 m/s, t_deploy = 0.615 s, delay = 2.983 s
Iteration 43: Best shielding time = 0.369 s, par_id = 1, theta = 354.852°, v = 97.569 m/s, t_deploy = 0.008 s, delay = 0.819 s
Iteration 44: Best shielding time = 0.369 s, par_id = 1, theta = 354.852°, v = 97.569 m/s, t_deploy = 0.008 s, delay = 0.819 s
Iteration 45: Best shielding time = 4.201 s, par_id = 1, theta = 1.560°, v = 76.997 m/s, t_deploy = 0.261 s, delay = 2.557 s
Iteration 46: Best shielding time = 4.147 s, par_id = 1, theta = 1.560°, v = 83.217 m/s, t_deploy = 0.175 s, delay = 2.557 s
Iteration 47: Best shielding time = 4.147 s, par_id = 1, theta = 1.560°, v = 83.217 m/s, t_deploy = 0.175 s, delay = 2.557 s
Iteration 48: Best shielding time = 4.147 s, par_id = 1, theta = 1.560°, v = 83.217 m/s, t_deploy = 0.175 s, delay = 2.557 s
Iteration 49: Best shielding time = 4.147 s, par_id = 1, theta = 1.560°, v = 83.217 m/s, t_deploy = 0.175 s, delay = 2.557 s
Iteration 50: Best shielding time = 4.147 s, par_id = 1, theta = 1.560°, v = 83.217 m/s, t_deploy = 0.175 s, delay = 2.557 s
Iteration 51: Best shielding time = 0.330 s, par_id = 1, theta = 357.945°, v = 75.002 m/s, t_deploy = 0.541 s, delay = 1.543 s
Iteration 52: Best shielding time = 3.605 s, par_id = 1, theta = 0.724°, v = 79.514 m/s, t_deploy = 0.258 s, delay = 2.601 s
Iteration 53: Best shielding time = 2.694 s, par_id = 1, theta = 0.173°, v = 73.938 m/s, t_deploy = 2.598 s, delay = 3.428 s
Iteration 54: Best shielding time = 2.694 s, par_id = 1, theta = 0.173°, v = 73.938 m/s, t_deploy = 2.598 s, delay = 3.428 s
Iteration 55: Best shielding time = 2.694 s, par_id = 1, theta = 0.173°, v = 73.938 m/s, t_deploy = 2.598 s, delay = 3.428 s
Iteration 56: Best shielding time = 2.694 s, par_id = 1, theta = 0.173°, v = 73.938 m/s, t_deploy = 2.598 s, delay = 3.428 s
